2018-04-28 07:06:27	0b36a839a6779b36631a051ccc5e94e1:7fNNxEYDBqyyKLHe4Ths1QVcg1z37Bux	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	42.77.133.90
2018-04-28 20:33:08	f573015bf2090ccd4c56d8af0174fcff:6uBrqyqTCaUtNGHGkmO36DD24K39Z2b3	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	101.8.16.143
2018-04-28 21:14:42	7c2020a80eb1077e65410dc83b4c9faa:W3DxAH8Ezn12kP4jjm48OmfUMOCoPfcM	Q1:艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	220.134.249.167
2018-04-28 21:32:14	7995b94c7d85867c00d348897ae71f23:hqeSqiUZ7n8JgZeO1FCnQbAwkvJbVHHR	Q1:艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	220.134.249.167
2018-04-28 22:01:26	5d7149f253ead5a7a81d904af55c674b:d1lD8frmcMN7w3RrKMcD2XXiMDGoZ5gB	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	39.12.69.145
2018-04-28 22:01:44	42b261bde6e52913ff0fff58f9e2334c:OhuUvCTfvY7dFRggLjdJcMXdbBt2vz7d	Q1:活化青年公園,彩繪桂林水門入口意象	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	61.230.134.121
2018-04-28 22:43:02	289e53bdb5951bb55b942d0ec6d8def7:ZYGNojdBkuY1dh1r3p90rvv0ixQ9tuwP	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	39.9.136.254
2018-04-28 22:54:46	566ae80c068c59bb1805409e924331da:ROVRrDQ37dRzbyYFWvZVicGx1i0n8OYQ	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	218.187.100.73
2018-04-28 23:07:21	587f7865551b58889fcc802de32e687e:Vub60RDWBTXlQWQsxqrAGZHg4MLSgw0f	Q1:活化青年公園,彩繪桂林水門入口意象	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:10:42	ce0e2bf913f9a3bb7c0fd773c7c9cf91:R9ni7Z8uP01wlEet80miTYSHpsD512De	Q1:活化青年公園,彩繪桂林水門入口意象	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:17:21	c58204fcf17db68686200aba3656c21c:0wKSZR8g9J0MNfg0eFDJSZdAbzAXcre1	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:21:53	aa508c5be02bffbf470617f53511343e:LkpPWzdoBeqK8rGperlzpck6946x7bBZ	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:24:47	02c3504148ac4fb1ddca4b10784611ca:ThsRWh7RZDMOpGT5yzH6up77q315UFeB	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:27:52	c702e73455e95279009fc0f083f8ac97:03AWyoaqNbuFyVMZCRGmkYr27Sl7bt0s	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:31:48	e2561606012a141606acebdea316880f:pVWITzyLJ0fURGcD8TUA7NDGWQqySVxl	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:35:05	e27f66b309f41d3f2caa019284b4460c:nib6XFjGgKjSu83P14zTg67KymWrxnIF	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	36.231.121.18
2018-04-28 23:35:19	a10982b1f058d2db2d5208428b8e48a3:32TX3e4ykNSMIkDIlzyfZf8aJqw3B48M	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:37:57	e3d51c80d9bfb4de8141dd9bcb82aea5:AMsA96tOJPCmEQlrRHaThpq2J8tBansq	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:40:18	ce0ccf69606bd2991fb7aa04f4b6e16c:giZCOI42dFsQT9VRv84vUHuWbFBQoDCs	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,;	36.231.121.18
2018-04-28 23:41:06	d95e92af2136180cb9655816cb4decd2:SWm8cI9nlycPWMVl1k5I7JHjkopaK6TZ	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:43:06	8925fcbeedcdab88b4fb361ec2c7fd1a:xKxynT8DNqdHuDl9dO7Yd4hxyAvdxzdF	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:43:20	01aa2851496cbfb551979bae2d40363e:vi3ufi8nkR57115ngvMI2vF2nR1BfAn2	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,;	36.231.121.18
2018-04-28 23:45:39	4eaf90a350433cddcf46550e17f480cd:WvM5Yxl7NNdoFcxGta5239Kv8d25uEMw	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:45:56	66ab3a0f6b90694af3356f9121b49e37:aNkRUWBqsilqLmCOQseXsTwtok8TYWwX	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,;	36.231.121.18
2018-04-28 23:48:13	4189aa4cfdd7b4ebd6c8ab890e0e1734:XIeVqpdo8NUwNdORHs9uZEcfRLuJk4SA	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:50:44	695a1ba6634eaba25b384bcc143e7e23:beech2PwSLY0TXGijVlTrkNrgUa0IqXL	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:53:12	21b54ac0c3499e8254918f7dd8d16777:xyRnpMuLB3XLPWODIY1ne2tryi1O3n3c	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
2018-04-28 23:55:50	cff670ae92b165c205314a7f7297110c:pdrQ0TgRiCR94LTFnBpln0vb3p00JS9b	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	111.71.110.66
