2018-04-28 01:45:31	46de581b24b1be2b3fa158ca171dce3b:mcPpWJRRy2PzWKABxd2ICDJ0tPNPSAI6	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	220.135.202.15
2018-04-28 15:30:28	45fe948e85989f5c3b63d403aa2229b9:WFJIQW5zTNIIJxdiiBHJ2XuYJveysxE6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:31:18	4446ccc44aafd2919b6202f8b994d1f1:O6OsHuY1ZoV2CDFmNApY9Bz3efEGzalP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:32:15	474ad378fb4ab2b4ce78734a7ead6acf:yvdgBuzgpWlYOXNgk5UYUbJeOJx6sS5p	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 15:33:31	158b093c0af7aeca82c1e1c230decb34:qq72NTSnICgAp6Q2ceNzBoPxEqOlhG3a	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:34:30	3a48b0023713761d12e1abe9379c765f:Uuj34B8edzArZR94ptEhrf3PiDdixHT5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:35:30	81e88d14c02fe05328b1055d5d74a553:ngGRWpquyno2gin5cjpJurDY8Rcqtl9a	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.41
2018-04-28 15:35:38	443c9b07a7a986612e3f3791411e453d:m6q0pqf5nF0tZAA4JLDCcHmHwlIpqZBb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:36:12	8db2cfbdf3a5e8a1f7aa723d0d322d02:O0PTRipRkWjyD5pO78dGOeFcZ7weaz1f	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	10.254.248.184
2018-04-28 15:36:50	6d302e1badef31e664df4a6078056f04:T6HxvyusH0JEQgv6WnHpkrCIW8lEuHTt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:37:57	21bf5680bab485e5995eaf76a6f74758:mihl1YvHERnrXn9qRYWFKhHBmpAujfoB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:38:23	db4469e7c8a1e08d1c62f60f97afd027:QDdDrmbUuHzQF0dG4sgBXE6tyRLzu4r0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:40:00	f76bc06f2ca5a6dbd1242a30c2a3be73:cHjqLVULR9jMuorSDNrM7f7VZZndf2Ow	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:40:04	93eaea72dda0b54cc4d9e875b09537f2:XdDeBD06KFgpesR1hdAKf0i7CyjFv6jx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.41
2018-04-28 15:41:10	a466740449510fdf8ed9b82685d8052d:tx276BCWo7QoYs2jw5ETdMQe97I407Tx	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.9.147.194
2018-04-28 15:41:29	6a883fa6af2a2d40b521e01b6b352692:Yt4THRfyS8p94Cr1WiPGcBXFkxqrQA5X	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.215.224.14
2018-04-28 15:41:38	020c33a7bc53c82e1e3932878eeed669:QiRUTwB80h4EblruuKA8Gph89bBiPb7Y	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:42:22	7773b8519e45cfd924356a0e9369a28b:a9L5vGh7s9tJRIUNT9ghxgaJzCcd0bPk	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:42:55	4e6a8544274f5722dfe7d759ceb031c7:2FSEVZUQR9Nw3XDKDbj8uEhyaXWnm9RA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:44:06	7642fa65a595fc20435d4f0e5af36c73:Tjzf9rqSRsdwGgveR5R6e2lUwm2ksuUO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:44:21	d822321e001244e908a35452c99c9db3:luGeqHSG5nYKKnA2cAzm8dba8BH6yYPz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:44:43	88e5bfedaf6409642eba47b8ba01f959:5amDFXu2EUWVjtvzGrA2vxQcySBQ7AVE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	10.254.248.184
2018-04-28 15:45:18	1c473dce62210d5691e12268bbf890dc:KHjc4shXXiUFTWlf8tfyhW7ZS1nddUiJ	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:46:22	6797a76663eb70186d8467f57adcc9f8:vfKGOMc8txxADfy2LRLLaqBgsvB56Nee	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:47:26	ae8ba50b8c85c1be99f5466197427e59:0IqiSfevZzXyW60cZ7kORUwGc57KA0CI	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 15:49:08	56eec33de021b10375a1909b27b3395e:q04CHXRecpu5U5le3sLGUGHbqx9p6alP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:51:37	388528428fdeae3061a79e217057b208:TPtx4iLjwmaZKMAqxoYzdfnKevMhGG26	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:54:37	eb18be6740768cd070f077c88ddaea70:SdTFOrpbsvGix7XHbPUlGsAq7kJcWESW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 15:57:02	f7e9d66be542d3f88e52f53eb1c045f3:aFCxAjAahuYC5BVbwlFmwHM8koyfqJqi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	111.184.31.186
2018-04-28 15:57:49	68da65906460077a68933874d3829b1c:XkarE69yPGzOkufE7f0oVmBbDgefoT4J	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 16:00:46	0c321027e26cc0d58dedbafeb1d31e7b:X9hcPnM4NSTWxFCJMSRVbiMDnMySxwpr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 16:04:06	3354c7d9f6e5935eb3c172ee9d137ea4:NzWYfem4jR57A4rG3MO8VKJqpBuWez1x	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 16:11:48	133e9d8455fa801bcfbd90050671f9a5:PvlIWtXkiOLUmm4ay8aG7RPtAVipu9aZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 16:19:03	a97996c3f9f441440c041e595db25048:vdz5pSXn3NZynOJWompmI9tCwkaUu36I	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:23:18	904048140115727693525b3323af1d40:lhhOsMO85M2YwQwDODdAPEsadb35HJyq	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.214.150.10
2018-04-28 16:26:48	0c2e49e3d8cae7d1b5dce8fb19ba27a0:Iam0Z9qlpmm55ryo2v8vyqLgWJ9f9qqe	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.216.51.4
2018-04-28 16:27:33	bf8f666f529bbe88fb93a79499f68d04:8VSBebWcqGYipqdqNTYGBekroMMwDnxc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.137.47.118
2018-04-28 16:29:59	19194fe2d38aa2840c470402d5d687e5:aqwRvjXbjsh8eAPZOPSEEUHKdAvy8R9Y	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.137.47.118
2018-04-28 16:38:23	6fb1922052949eedcce84baca570b3de:GUyfwsMnfrVTTz92qBadQUBE84S4JaPH	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:39:50	344a2e1c1e0c45e510f461a36746a436:7Nyh9Q5JTIsGF9uMOJalwDLbCGBFFA0M	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:41:53	db946c66b8fff0ee74b0f30ab88afe9b:BvTdLaFO58xRVpYz3yByJaba6S4QucZB	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:44:16	c9e2740d29564e7433d4aee450b6607d:Wep8ezQFHMYBhpNDq376FgBNTrRWSRaj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:45:29	a401147ac5b1f127855a6bd597437e84:t8UtcmDpvnvIsY7B51WfJd5pUptFNNEg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:51:04	eddb1990eae501d68a9068a1ac1697ac:rlYlLZ9nAFsLSSrjzHRWXMaOq2HJgVNr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:53:49	a40683174a19a5ffbd2459ccedb6d460:FwHHqVEVZc9d1FPdLnPvIFVnAYX8uhnC	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:56:54	0e1855896cbf76866943bc373a1ff28a:OCPWv2XxbLQOOMwJD47ZKyV9ecLXshN9	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 16:58:25	f3fbc7d7ece29f8b3c0d620b42c35ff0:fY4NCcK1vXAzCVLcOJZwqm2eXpmD6mtP	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 17:05:14	543cf32eb2e2aea43bb77d87c06cc8b8:OFlzNEbtHviKHtsrswOng4zZa6cGU17f	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.174.133
2018-04-28 17:18:48	5379aa68916774b1ba712f59e6fe55c1:IbQiYgmuydeJHiudNV279WLjMSpu7nK0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:19:42	c6647030ee0bfcabed544519c89abff8:DSQ3gk0dG044V4VKTDfktXoqDnqswB4R	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:24:10	16abc6d6067228909866904f67a08a0d:PMzSs6KEcRPHjEmWT58yWYnDtAeurcsO	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:25:14	d60018e5a334ae56dff5fc3bb0bb74e0:FgIanpgeWURmgYAY83AsWKt35reKos2N	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:26:18	f4cdc6ffc4fcd6208eb6c32879b325a4:C5yTBG0BKSoPgCbeixRY1POSE3sSuWVh	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:33:22	afed288e085c8216ae7af1042591e293:pVxtixCkAPBHhxEk8vC428LKFdbPCZQK	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:34:10	015e4b1c67154d83e473f9dc4c41c9ac:ZlqikODeIVxMgVcx1zGtyBTGu9DZs9SB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:35:04	952d9d73e7a24d7f33d918362ea7a349:ntCNCqfdglsr9z4UCFAndGu5jGCet7Jl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:36:10	fcfb5fbc14f4c7e770767cc00366364d:KyRoGt3RsqoEoD2m3QamlezAaNJa8aXW	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:37:06	d3debb0cc6a8f1d119540d8cbb98de65:JVbQfHcxwA6UQqHJyKDJRjcglK9xom0e	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:37:56	9bc8f3c12eb4ce303737425f56c9a62a:eYSEcDKEq5QCJbp4vilj7ywUFVbXJ0EG	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:38:40	1783414c30713799970d176e72f19a2d:EuOKYx6QZuqI2ClIJ7W4r5vwD36NRExq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:39:33	e237b5f63d97efe29c43903d49f16d56:CNmjzji9BVpaJnKDOieyad3acwCG8q3D	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:40:28	378c6955b8d0643bbe0c59664b9c2322:pwZrJpURwhIUpwImZkMc4o6Q2Z9W58sU	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:41:18	3194c2e9fddfc4bfc19b1c32b723ff76:F1Yq91jjhl5fnmlddhsQbGzVlzkCzk0G	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:42:17	764560c69b85d260c70f0fd26e9c1ba2:hKvyobjJ5ESs5M5C1ZtXuHne8YjqIeDv	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:43:09	d8619a2a0892451e8071d924884517e0:kCDVSqKSyQtHfoVN5c1kozANH7zUHxmo	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:44:02	317fd0ee40af77ebbe3652bea5670fff:cIjag8SRtzHfb0tcHcK5tk8hJJt6erQ5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 17:51:42	40687962a24711ba65aa248bb579f2d8:HrPVcAvUkcpxw60cicPDb1RQE5rUURPH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 17:52:38	29162993f49b1c27081fb96c5793c3a7:DfRS4syTNDMK3Cci4B8yE7gumnlNP9dM	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:53:28	7357117dc3f70b7473f4ec33bf8b7f23:4FfCl5I0p827dJaJFETQpDPiyUEyLhXu	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:54:30	821185b3632a732ef3e0b44a812316d2:TagqopGK4uxOfKSsqg67FFIkeVEoEkwb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:55:15	252a90fe7581f79af10e528bb57da02b:dnbvUCPSF02ACN2iwHrE7aDX34lJAI6t	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:56:10	5850eca1a6388b1cde105c7864a7bbcb:1IxLXjV2o9XLHY85C1U0INkRL5thcW1H	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:57:07	051b0655cd746159a5e3247da5b901d5:RvABUxu9EqpXwf6Js3lOZjA9lg37KCrd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 17:57:51	712a18c5e79ff67bab8c639fc726ac9d:tP6DXT0zhlujl4mnPoqvfDQQIFJX9X84	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 17:58:53	9805517c2cd75b46221d275817fa50a4:4doBI5XKOUlbLL7zlwJP2t6iadAj3EKt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 17:59:37	5d5b503703afecfa2ea7855cf1389b31:CTjzeVU3P6HPZgTfD5EERb5hOydDqci6	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:00:27	fd7e7b6b25fb71e50e2b444e4a4f81cc:d1dzNV3XruyHTfakpxQZqXBw7KNSRp9H	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:01:10	e350afec666fbfb533f7712cf7b4677c:17wOzaUS67BHCWPsZFs90JDSDSGqudpD	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:01:54	e9e398dbbaa1131550a7e753869af699:1ZItzx11cNNSLvHY8qk9QivuLpJXVwp9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:02:41	01c06a02a883b9807b9559f35a0c8939:NCZnXbM2ULFBOYhipOAevg6O92yxJNrg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:03:26	279c5b38d32ed6e7099a07086e52cec6:i0t4DaeFnnrCysor6zuZgwX3JAbugjHx	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:04:08	f597c846826318a49f93b2efdafc380e:UIpF7Di28korz0dfxJekuR7wN3JNrhgf	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:04:51	b38f862c7451c8e4092038d66df14d68:DZap8WRCDcbhPOaGK5Pdj8bWCfKC8PDY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:05:41	8bff2f54e832163ede57f85f8a742940:ezIkcLuwmqeA5WVWbzqhDlFRDBYqB2a9	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:06:41	b66669576d69b525ac7812d0c2baceb8:7tZPKD3n6UPzCF2bLeUu52YaYBasL7Hc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:07:28	69df6dd4cd234ee8f7955a43cea2f2f8:JkGsZo5jHPSwnk76kgRKf5oXv6gq2qOL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:08:27	c9d72ddf693ad4c2b8a3230711119f3a:Xx6Oxcd2ahsRtKgWl5mRKUukcMFlZuzo	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:09:26	e79cf254d3c014574fcf013ccc85fb05:HsxcKGN5Gh3GUOVx3Xc1mU5uWZGUc64h	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:10:12	927f12abe43a04ac74ca85afb4d40154:toGTIFEcu7q5RRSPinxohtn6wt24DEn7	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:11:18	aa77e3443d4cffb995b57abadd56a630:LHGw5UPb490Wx7b7hpdkr2BoVfKKXUZ4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 18:12:05	b890b48e79fe4b749512b9d9148e33f4:MMftQ1Qhz3t1Dsd76LyGjEsIjc6dQshQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:13:01	4fdbc972d489a94decb3cca88364348d:NKDQzSp9sH5KMMIPVkpNWmg15GwZKvBF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:13:47	3e54423f1e1a199a421d4cc4cacf56bb:SzQLxVpmCYcRkX2RcAY5Dn3syXuAzVcq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 18:14:30	27e5df8df23f6e66b4015403520ed30f:E1V1Kzw5mDJidPvYyvr69I8IJ8xJRqEI	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:15:18	0a54d45a85ff1a1e0a223ba88c13c558:Rgg5tFn3zS6Ue8FtIMQy9sQnQerY3T56	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 18:16:07	5e8d6574b8e30e9bfc25d2e016048bad:nLW62DC4g7UNLxV5XtR0K77tbKNciL3j	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:17:00	608516e67e228b586c1409ada27c8243:Yws5VlMVVugK7IWGOSX1drvxvl6HOOHs	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:17:46	e7e9d7804775102daad2e558634d065f:DXi4eDvdkH1S3meU4NplA4pU2wzsGTqo	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 18:18:33	2be27a5fde7270b04afa87499c0f1e31:uN48ZY70sKK1HqsQR5T9fQxzrpIdJQeC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:19:20	e643d23e67287a4a8e137a69ed353c69:FpS1lpiV9CbcRfsvC8bg3jKKC4JqvyET	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:20:05	f6c261ba26dfcd6d289effe7fd62a647:8EIqkxCzJfKXXyCkXxOUk8ClfVzEyP7V	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 18:20:53	35af3f38f2e6d9d8e855947dd09cc1c1:LJwkF8Bn13y4pMr6ycJvODkhiYpfydln	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:21:37	237c52ce285bb8d0e04a0664350a340e:2l8TjfBiLTpFH8dyX3lQLTPwWQoJ8IS8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-28 18:22:23	ff88fc019bb6fafe56c738f619e18e25:s24A9TQ447tl4LpuBBUvLvWeDRKgUyfC	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 18:23:09	8e15769dde6f1e716efb63b3c4ba51ab:kTESOHHzaOUB8TrnzxruuwK3gPKByW8N	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-28 19:47:30	557feec3b4648468a566a279e279ee87:C4N2hg6blRwIHOmsqhikiE7GsW1n0zC1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	123.192.150.84
2018-04-28 21:57:12	7057ac508dfa393c4a00cf4d2a02c08b:tSeJCHR0osuQY782OQDwwiuHE3OP7v0h	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.137.10.31
2018-04-28 22:12:57	c55ce887eca21cd033d14c80508785bb:NoLTaaMCkldqnMrkk8EeduvbGUenK5LE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.250.183.22
2018-04-28 23:42:21	56695e506dc94f0b2a55669f48f45f51:55FElwV2yR58SA3zZULCqgfYn5uXX2LP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.228.58
2018-04-28 23:45:21	286285a003b852dd267475dadb571c5d:iRBL0h4sAUkoGYQF4ocp530drgFPxhRI	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.228.58
2018-04-28 23:47:50	a03ec7103836fb6d95f310565b99513d:b89fnXqh8LQwoxZqAxCUSDNNqUxS8xxD	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.228.58
2018-04-28 23:49:15	5a95324687e63a6a282383854c49dc4c:9dHPhgtvWuOGJCTHlJJ1EgeMID0HyBlm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-28 23:49:59	08ada93ec9a571422733344cf6e9dcc3:iUhYFKaZgbsdjqMkHqccfd77q5HVuoCX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.228.58
2018-04-28 23:50:31	5e92d9bc884de3bf42550f4f13784370:qI3bnDzeGIwGQeNceYYWLUQq4GNYwPX4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-28 23:52:41	b7de2ced3315404548510c199e6d1618:eYU1H1epvBAXZIIcDwPCyKfv0hmr09i2	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-28 23:53:59	4ba953d4835dd7dade067374879f864e:V1oFVsEqljC1O3LfZ30pgrhM8NWfryQr	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
